rank,username,followers,degree_centrality,in_degree,out_degree,is_brand
492,haechanahah_,0,0.00011707545513083183,1,3,False
493,balikuu,0,0.00011707545513083183,1,3,False
494,m3cyberr,0,0.00011707545513083183,0,4,False
495,warungnasinigga,0,0.00011707545513083183,0,4,False
496,tidakpunyauang,0,0.00011707545513083183,0,4,False
497,fenny_thejo,0,0.00011707545513083183,0,4,False
498,solihinpriok,0,0.00011707545513083183,0,4,False
499,vibecatcoincto,0,0.00011707545513083183,0,4,False
500,davidarhentio,0,0.00011707545513083183,0,4,False
501,jaejuneee,0,0.00011707545513083183,0,4,False
502,_koizumipana,0,0.00011707545513083183,0,4,False
503,drenerjt19,0,0.00011707545513083183,0,4,False
504,torusu,0,0.00011707545513083183,0,4,False
505,nandootri,0,0.00011707545513083183,0,4,False
